# Frequency Average_Intensity Standard_Deviation
2.527674588071110975e+03 1.319795615294822656e-06 1.077179983293938597e-06
2.535087123520000205e+03 1.221285788528491563e-06 9.060922376295430479e-07
2.542499658968888980e+03 1.139902801435535004e-06 7.524718048400774238e-07
2.549912194417778210e+03 1.072018589396107391e-06 6.280971395979146984e-07
2.557324729866666985e+03 1.013878714912116647e-06 5.303596216390563890e-07
2.564737265315555760e+03 9.620312220810494378e-07 4.507075345749158228e-07
2.572149800764444535e+03 9.139879003137396267e-07 3.833763760040431715e-07
2.579562336213333765e+03 8.689297834444964140e-07 3.264821827903547665e-07
2.586974871662222540e+03 8.278071623483995547e-07 2.781973571531487293e-07
2.594387407111111315e+03 7.924637842794219339e-07 2.353610314003636145e-07
2.601799942560000090e+03 7.642063880709515150e-07 1.975850330241859598e-07
2.609212478008888866e+03 7.427981374640616372e-07 1.704844123637390479e-07
2.616625013457777641e+03 7.266035076733500831e-07 1.591934567504695249e-07
2.624037548906666871e+03 7.137341852158743536e-07 1.584962404470027011e-07
2.631450084355556100e+03 7.032265183773411604e-07 1.586605346804380811e-07
2.638862619804444876e+03 6.953050410855574294e-07 1.562839294440310613e-07
2.646275155253333651e+03 6.905603217126024234e-07 1.533240501354610027e-07
2.653687690702222426e+03 6.887501351888192445e-07 1.513267352168963459e-07
2.661100226151111201e+03 6.881906721749988856e-07 1.505595044229073976e-07
2.668512761599999976e+03 6.861991285007398357e-07 1.518274422090501026e-07
2.675925297048889206e+03 6.802543952313144554e-07 1.545994219276955627e-07
2.683337832497777981e+03 6.691193656889110849e-07 1.552596764373375545e-07
2.690750367946666756e+03 6.533234687011737249e-07 1.505453439710775897e-07
2.698162903395555986e+03 6.349214549824294208e-07 1.415642054559911994e-07
2.705575438844444761e+03 6.167823441352943235e-07 1.333397116173745075e-07
2.712987974293333536e+03 6.017492118359631746e-07 1.305181339341021213e-07
2.720400509742222312e+03 5.918689999183768256e-07 1.332202481555701184e-07
