# Frequency Average_Intensity Standard_Deviation
1.927259216711111321e+03 3.200688426489282673e-05 1.523497313707973979e-05
1.934671752160000096e+03 2.924521785239217448e-05 1.375657237511719038e-05
1.942084287608889099e+03 2.689087301902808334e-05 1.250963613909015688e-05
1.949496823057777874e+03 2.492841452348101340e-05 1.157097162622073852e-05
1.956909358506666877e+03 2.329853949129239153e-05 1.087428678287729820e-05
1.964321893955555879e+03 2.190809679059062246e-05 1.026205846114469224e-05
1.971734429404444654e+03 2.065403753300127949e-05 9.547625919072150660e-06
1.979146964853333429e+03 1.945384965789457692e-05 8.613843377091927347e-06
1.986559500302222204e+03 1.826945935552609746e-05 7.491619794408585823e-06
1.993972035751111434e+03 1.711361530267651988e-05 6.373089948403565014e-06
2.001384571200000210e+03 1.603506254530136075e-05 5.571074895568458209e-06
2.008797106648888985e+03 1.508875330948245916e-05 5.176479967709044690e-06
2.016209642097777987e+03 1.430491095892275704e-05 5.004772142472298672e-06
2.023622177546666762e+03 1.367174734640921974e-05 4.913971089264981057e-06
2.031034712995555765e+03 1.314028444543103517e-05 4.848546055538619912e-06
2.038447248444444767e+03 1.264820691135451003e-05 4.792863438577432553e-06
2.045859783893333542e+03 1.214950583486714837e-05 4.718870005566682168e-06
2.053272319342222545e+03 1.163359542492854654e-05 4.617029580234894257e-06
2.060684854791111320e+03 1.112449326302022776e-05 4.483795207571010572e-06
2.068097390240000095e+03 1.066240343065482309e-05 4.312874681965265816e-06
2.075509925688889325e+03 1.028030175845143244e-05 4.164968301198305696e-06
2.082922461137778100e+03 9.989541903116147583e-06 4.103207931013363664e-06
2.090334996586666875e+03 9.781051966795133409e-06 4.159499057435092043e-06
2.097747532035556105e+03 9.638034292817134561e-06 4.309193261472740291e-06
2.105160067484444880e+03 9.549001682141457396e-06 4.479857807517894605e-06
2.112572602933333656e+03 9.511566563310692172e-06 4.608236791787513990e-06
2.119985138382222431e+03 9.524701095561848705e-06 4.674009225414963516e-06
2.127397673831111206e+03 9.575765317485006138e-06 4.702340770585069525e-06
2.134810209279999981e+03 9.631589560056339193e-06 4.752465178273054117e-06
2.142222744728888756e+03 9.640419476771981574e-06 4.850226068342425634e-06
2.149635280177777986e+03 9.544760899689042890e-06 4.925085491554248876e-06
2.157047815626666761e+03 9.299635351003801367e-06 4.895331968956978122e-06
2.164460351075555991e+03 8.888506880222106518e-06 4.730682676060175470e-06
2.171872886524444766e+03 8.330964609588065533e-06 4.436775801121374968e-06
2.179285421973333541e+03 7.679838828210094204e-06 4.048515769805730981e-06
2.186697957422222316e+03 7.009202820257281403e-06 3.650952085981701874e-06
2.194110492871111546e+03 6.397248280189208672e-06 3.334526801271197217e-06
2.201523028320000321e+03 5.908937163920507658e-06 3.150425200600060883e-06
2.208935563768889097e+03 5.583033083701230200e-06 3.094493533509816342e-06
2.216348099217777872e+03 5.426720141044850573e-06 3.129529230232530666e-06
2.223760634666666647e+03 5.418836651163716828e-06 3.233608529536841613e-06
2.231173170115555422e+03 5.520372690463062268e-06 3.395869285612183144e-06
2.238585705564444197e+03 5.688830467028392697e-06 3.592057952948633095e-06
2.245998241013333882e+03 5.891614815361479473e-06 3.785095044556071837e-06
2.253410776462222657e+03 6.113934212936879467e-06 3.946190793051117981e-06
2.260823311911111432e+03 6.358013685383980715e-06 4.073608921574337377e-06
2.268235847360000207e+03 6.633822088080722654e-06 4.192569217705230241e-06
2.275648382808888982e+03 6.945151149131014552e-06 4.341657518596049175e-06
2.283060918257777757e+03 7.277677375632338461e-06 4.531986163400756563e-06
2.290473453706666987e+03 7.595567142345814953e-06 4.727167146877982122e-06
2.297885989155555762e+03 7.849259568271638640e-06 4.885021108354776938e-06
2.305298524604444538e+03 7.991370580096653927e-06 4.989056448691910510e-06
2.312711060053333313e+03 7.992896879426375593e-06 5.050239231081598979e-06
2.320123595502222543e+03 7.851227783148942259e-06 5.071705110653179485e-06
2.327536130951111318e+03 7.586264164627347039e-06 5.039739598910834083e-06
2.334948666400000093e+03 7.227655529762074904e-06 4.948205665506291942e-06
2.342361201848889323e+03 6.801225596084889947e-06 4.788633302992981045e-06
2.349773737297778098e+03 6.322326614988069645e-06 4.543422163784361423e-06
2.357186272746666873e+03 5.798846112245728334e-06 4.198601379874564002e-06
2.364598808195555648e+03 5.239964099446412745e-06 3.761474737899545234e-06
2.372011343644444423e+03 4.663539710508353344e-06 3.269169749919148307e-06
2.379423879093333198e+03 4.096640116482310009e-06 2.774213228603156671e-06
2.386836414542222428e+03 3.568857050344044973e-06 2.323422850593664373e-06
2.394248949991111658e+03 3.102978505786505283e-06 1.946235093683772670e-06
2.401661485440000433e+03 2.708681104499071879e-06 1.647923893762985986e-06
2.409074020888889208e+03 2.382471351606972377e-06 1.412298855104390024e-06
2.416486556337777984e+03 2.112842594256743785e-06 1.220617837747497705e-06
2.423899091786666759e+03 1.886983227069251011e-06 1.059558799197974394e-06
2.431311627235555534e+03 1.695441786098212478e-06 9.180907714572797645e-07
2.438724162684444764e+03 1.533312342578986918e-06 7.902609409938036984e-07
2.446136698133333539e+03 1.398794895137027765e-06 6.778639665460690617e-07
