# Frequency Average_Intensity Standard_Deviation
1.472129540149333479e+03 4.663743486278285684e-04 1.785812844200071622e-04
1.476577061418666744e+03 4.621676081526714867e-04 1.764449544572259485e-04
1.481024582688000010e+03 4.590988297105407932e-04 1.729322359397686621e-04
1.485472103957333502e+03 4.581782371494143129e-04 1.685494054784606648e-04
1.489919625226666767e+03 4.601914507881425852e-04 1.639211169861101486e-04
1.494367146496000032e+03 4.655480019151949809e-04 1.596892095841187997e-04
1.498814667765333297e+03 4.741713196144261362e-04 1.564041392974539855e-04
1.503262189034666790e+03 4.854466770209343233e-04 1.544774874467983979e-04
1.507709710304000282e+03 4.982452150550762023e-04 1.541941711017671892e-04
1.512157231573333547e+03 5.110206412199408020e-04 1.557298607067834190e-04
1.516604752842666812e+03 5.219741986002812131e-04 1.590728959771132869e-04
1.521052274112000077e+03 5.292613787290405877e-04 1.638620092174637038e-04
1.525499795381333342e+03 5.312184554948415740e-04 1.692609530600689500e-04
1.529947316650666608e+03 5.265721029060578063e-04 1.740142292337837880e-04
1.534394837920000100e+03 5.146051682999679393e-04 1.766916649407884992e-04
1.538842359189333592e+03 4.952539752473958303e-04 1.760215907158297136e-04
1.543289880458666858e+03 4.691219301408729300e-04 1.711953844096338886e-04
1.547737401728000123e+03 4.374087208422875774e-04 1.620526802955649841e-04
1.552184922997333388e+03 4.017690916552132670e-04 1.491259960437968726e-04
1.556632444266666880e+03 3.641184319769105943e-04 1.335411875402055747e-04
1.561079965536000145e+03 3.264195345778292618e-04 1.168043968533153754e-04
1.565527486805333410e+03 2.904802844203947039e-04 1.005013290333913996e-04
1.569975008074666675e+03 2.577891061650497005e-04 8.595753255180424077e-05
1.574422529343999940e+03 2.294115753335998834e-04 7.394434774656230840e-05
1.578870050613333660e+03 2.059542597035552108e-04 6.456904735554283841e-05
1.583317571882666925e+03 1.875915365265444653e-04 5.748198842181883331e-05
1.587765093152000190e+03 1.741455154895722864e-04 5.231270161913947225e-05
1.592212614421333456e+03 1.651933804108864686e-04 4.900555322099597335e-05
1.596660135690666721e+03 1.601838203251035753e-04 4.779233012871916722e-05
1.601107656959999986e+03 1.585380943724318042e-04 4.883981589538076852e-05
1.605555178229333478e+03 1.597248490670017426e-04 5.193916638140135108e-05
1.610002699498666743e+03 1.633007296647992425e-04 5.654830688573455184e-05
1.614450220768000236e+03 1.689191985765638431e-04 6.205237475847468149e-05
1.618897742037333501e+03 1.763168508318813869e-04 6.794352766503607849e-05
1.623345263306666766e+03 1.852875576786340833e-04 7.385659632352527368e-05
1.627792784576000258e+03 1.956539484443642839e-04 7.954537310998463821e-05
1.632240305845333523e+03 2.072496646445204718e-04 8.487488138984175469e-05
1.636687827114666788e+03 2.199068999889325728e-04 8.983257730524338096e-05
1.641135348384000054e+03 2.334561632322459392e-04 9.454411815617571550e-05
1.645582869653333319e+03 2.477312455083925365e-04 9.925974023842979029e-05
1.650030390922666584e+03 2.625727947059782494e-04 1.043055118121192007e-04
1.654477912192000304e+03 2.778304065161107191e-04 1.100192307504597468e-04
1.658925433461333569e+03 2.933576060638367613e-04 1.166984481084718781e-04
1.663372954730666834e+03 3.090041654275471335e-04 1.245740936813604022e-04
1.667820476000000099e+03 3.246050368340461754e-04 1.337887989259206188e-04
1.672267997269333364e+03 3.399737110461059793e-04 1.443574487139493118e-04
1.676715518538666856e+03 3.548984200185234094e-04 1.561016564135314828e-04
1.681163039808000121e+03 3.691439876498277522e-04 1.686056854915235189e-04
1.685610561077333386e+03 3.824567761550888068e-04 1.812309969376228117e-04
1.690058082346666879e+03 3.945734187431199904e-04 1.932075897852495643e-04
1.694505603616000144e+03 4.052221159130427316e-04 2.037712959874077041e-04
1.698953124885333636e+03 4.141272259539468788e-04 2.123064811656740327e-04
1.703400646154666902e+03 4.210067972479288349e-04 2.184367176311014826e-04
1.707848167424000167e+03 4.255729622901291290e-04 2.220438704792828137e-04
